
Train 11916, Val 1583, Test 618
Step [1100/11916], Loss: 0.0594, Acc : 97.16
Step [1200/11916], Loss: 0.0594, Acc : 97.15
Step [1300/11916], Loss: 0.0593, Acc : 97.15
Step [1400/11916], Loss: 0.0588, Acc : 97.17
Step [1500/11916], Loss: 0.0585, Acc : 97.18
Step [1600/11916], Loss: 0.0587, Acc : 97.17
Step [1700/11916], Loss: 0.0586, Acc : 97.18
Step [1800/11916], Loss: 0.0585, Acc : 97.18
Step [1900/11916], Loss: 0.0584, Acc : 97.18
Step [2000/11916], Loss: 0.0583, Acc : 97.19
Step [2100/11916], Loss: 0.0581, Acc : 97.20
Step [2200/11916], Loss: 0.0581, Acc : 97.19
Step [2300/11916], Loss: 0.0580, Acc : 97.19
Step [2400/11916], Loss: 0.0578, Acc : 97.20
Traceback (most recent call last):
  File "train.py", line 270, in <module>
    main(config)
  File "train.py", line 190, in main
    train_metrics = train_epoch(model, optimizer, criterion, train_loader, device=device, config=config)
  File "train.py", line 41, in train_epoch
    optimizer.step()
  File "/share/etud/e2008987/.conda/envs/python_env/lib/python3.7/site-packages/torch/autograd/grad_mode.py", line 26, in decorate_context
    return func(*args, **kwargs)
  File "/share/etud/e2008987/.conda/envs/python_env/lib/python3.7/site-packages/torch/optim/adam.py", line 119, in step
    group['eps']
  File "/share/etud/e2008987/.conda/envs/python_env/lib/python3.7/site-packages/torch/optim/functional.py", line 86, in adam
    exp_avg.mul_(beta1).add_(grad, alpha=1 - beta1)
